Participant_ID,Delay,"Response(N(no response) / C(correct response) / W(wrong response)/ U(sorry, I can't understand))",Talk_Type,Rounds No. of this talk,Repetition,rounds,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
22318,2,N,T,4.5,,5,,,,,,,,,
22318,3,C,T,5.1,,,,,,,,,,,
22318,2,U,T,5.2,2,,,,,,,,,,
22318,2,C,T,5.3,,,,,,,,,,,
22318,4,N,S,5.4,,4,,,,,,,,,
22318,2,C,S,6.1,,,,,,,,,,,
22318,2,C,S,6.2,,,,,,,,,,,
22318,2,W,S,6.3,,,,,,,,,,,
22318,1,U,S,6.4,,,,,,,,,,,
22318,1,C,S,6.5,,,,,,,,,,,
22318,2,C,S,6.6,,,,,,,,,,,
22318,1,U,S,6.7,,7,,,,,,,,,
22318,3,C,S,7.1,,1,,,,,,,,,
22318,3,N,S,7.2,,2,,,,,,,,,
22318,2,C,S,8.1,,1,,,,,,,,,
22318,1,C,T,9.1,,1,,,,,,,,,
22318,2,N,T,10.1,,,,,,,,,,,
22318,3,C,T,10.2,1,,,,,,,,,,
22318,2,C,T,10.3,,,,,,,,,,,
22318,1,U,S,10.4,,,,,,,,,,,
22318,2,N,S,10.5,,5,,,,,,,,,
22318,2,C,S,11.1,,,,,,,,,,,
22318,2,C,S,11.2,,,,,,,,,,,
22318,1,W,S,11.3,,3,,,,,,,,,
22318,1,W,S,12.1,,,,,,,,,,,
22318,1,U,S,12.2,,,,,,,,,,,
22318,1,C,S,12.3,,,,,,,,,,,
22318,1,U,S,12.4,,,,,,,,,,,
22318,1,C,S,12.5,,,,,,,,,,,
22318,-1,U,S,12.6,,6,,,,,,,,,
22318,1,C,T,13.1,,,,,,,,,,,
22318,1,W,T,13.2,,2,,,,,,,,,
22318,1,N,S,14.1,1,,,,,,,,,,
22318,1,C,S,14.2,,,,,,,,,,,
22318,1,C,T,14.3,,,,,,,,,,,
22318,1,N,S,14.4,,,,,,,,,,,
22318,1,W,T,14.5,1,,,,,,,,,,
22318,3,N,T,14.6,,6,,,,,,,,,
22318,2,C,S,15.1,,,,,,,,,,,
22318,1,C,S,15.3,,,,,,,,,,,
22318,2,U,S,15.4,1,,,,,,,,,,
22318,1,U,S,15.5,,5,,,,,,,,,
22318,2,U,T,16.1,4,,,,,,,,,,
22318,1,U,T,16.2,,,,,,,,,,,
22318,1,C,T,16.3,,,,,,,,,,,
22318,1,W,T,16.4,,,,,,,,,,,
22318,-1,U,T,16.5,,5,,,,,,,,,
22318,1,C,S,17.1,,,,,,,,,,,
22318,1,C,S,17.2,,2,,,,,,,,,
22318,1,C,S,18.1,,,,,,,,,,,
22318,2,C,S,19.1,,,,,,,,,,,
22318,3,U,S,19.2,,2,,,,,,,,,
22318,2,C,S,20.1,,,,,,,,,,,
22318,2,U,S,20.2,,2,,,,,,,,,
22318,1,C,S,21.1,,,,,,,,,,,
22318,3,U,S,21.2,,2,,,,,,,,,
22318,2,C,S,22.1,,,,,,,,,,,
22318,2,U,S,22.2,,2,,,,,,,,,
22318,2,C,S,23.1,,,,,,,,,,,
22318,1,W,S,23.2,,2,,,,,,,,,
22318,1,C,T,24.1,,,,,,,,,,,
22318,2,N,T,24.2,,,,,,,,,,,
22318,1,C,T,24.3,,,,,,,,,,,
22318,1,C,S,24.4,,4,,,,,,,,,
22318,1,C,T,24.5,,5,,,,,,,,,
22318,2,N,S,25.1,1,,,,,,,,,,
22318,1,C,S,25.2,,,,,,,,,,,
22318,,N,S,25.3,,3,,,,,,,,,
22318,1,C,S,26.1,,1,,,,,,,,,
22318,2,W,S,26.2,,,,,,,,,,,
22318,2,U,T,27.1,,1,,,,,,,,,
22318,2,C,T,28.1,,1,,,,,,,,,
22318,2,U,S,28.1,,1,,,,,,,,,
22318,2,U,S,29.1,,1,,,,,,,,,
22318,1,C,S,30.1,,3,,,,,,,,,
22318,1,C,S,30.2,,,,,,,,,,,
22318,1,C,S,30.3,,,,,,,,,,,
21172,5,N,S,1.1,4,4,,,,,,,,,
21172,4,N,S,1.2,,,,,,,,,,,
21172,5,N,S,1.3,,,,,,,,,,,
21172,9,C,S,1.4,,,,,,,,,,,
21172,17,C,T,2.1,2,2,,,,,,,,,
21172,2,C,T,2.2,,,,,,,,,,,
21172,2,C,T,3.1,,1,,,,,,,,,
21172,6,C,T,4.1,,1,,,,,,,,,
21172,3,C,T,5.1,,1,,,,,,,,,
21172,10,C,T,6.1,,9,,,,,,,,,
21172,1,C,T,6.2,,,,,,,,,,,
21172,4,C,T,6.3,,,,,,,,,,,
21172,2,C,T,6.4,,,,,,,,,,,
21172,1,C,T,6.5,,,,,,,,,,,
21172,1,C,T,6.6,,,,,,,,,,,
21172,1,C,T,6.7,,,,,,,,,,,
21172,2,C,T,6.8,,,,,,,,,,,
21172,1,C,T,6.9,,,,,,,,,,,
21172,1,C,T,7.1,,1,,,,,,,,,
21172,3,C,S,8.1,,1,,,,,,,,,
21172,1,N,S,9.1,1,2,,,,,,,,,
21172,2,C,S,9.2,,,,,,,,,,,
21172,1,C,S,10.1,,1,,,,,,,,,
21172,3,W,S,11.1,,1,,,,,,,,,
21172,2,C,T,12.1,,1,,,,,,,,,
21172,4,C,T,13.1,,1,,,,,,,,,
21172,5,C,T,14.1,,1,,,,,,,,,
21172,4,C,T,15.1,,1,,,,,,,,,
21172,9,C,T,16.1,,1,,,,,,,,,
21172,4,C,T,17.1,,2,,,,,,,,,
21172,3,C,T,17.2,,,,,,,,,,,
21172,2,C,S,18.1,,1,,,,,,,,,
21172,4,C,T,19.1,,12,,,,,,,,,
21172,2,C,T,19.2,,,,,,,,,,,
21172,1,C,T,19.3,,,,,,,,,,,
21172,2,C,T,19.4,,,,,,,,,,,
21172,2,C,T,19.5,,,,,,,,,,,
21172,2,C,T,19.6,,,,,,,,,,,
21172,3,C,T,19.7,,,,,,,,,,,
21172,2,C,T,19.8,,,,,,,,,,,
21172,2,C,T,19.9,,,,,,,,,,,
21172,3,C,T,19.10,,,,,,,,,,,
21172,2,C,T,19.11,,,,,,,,,,,
21172,2,C,T,19.12,,,,,,,,,,,
21172,3,C,T,20.1,,1,,,,,,,,,
21172,2,C,T,21.1,,1,,,,,,,,,
21172,2,C,T,22.1,,1,,,,,,,,,
21172,1,C,T,23.1,,1,,,,,,,,,
21172,4,C,T,24.1,,2,,,,,,,,,
21172,3,C,T,24.2,,,,,,,,,,,
21172,3,C,T,25.1,,1,,,,,,,,,
21172,2,C,T,26.1,,1,,,,,,,,,
21172,3,C,T,27.1,,1,,,,,,,,,
21172,2,C,T,28.1,,1,,,,,,,,,
21172,6,U,T,29.1,,1,,,,,,,,,
21172,2,C,T,30.1,,1,,,,,,,,,
20896,0,C,S,1.1,,3,,,,,,,,,
20896,0,C,S,1.2,,,,,,,,,,,
20896,0,C,S,1.3,,,,,,,,,,,
20896,0,C,S,2.1,,2,,,,,,,,,
20896,0,C,S,2.2,,,,,,,,,,,
20896,0,C,S,3.1,,1,,,,,,,,,
20896,0,C,S,4.1,,7,,,,,,,,,
20896,1,C,S,4.2,,,,,,,,,,,
20896,2,C,S,4.3,,,,,,,,,,,
20896,0,C,S,4.4,,,,,,,,,,,
20896,0,C,S,4.5,,,,,,,,,,,
20896,2,C,S,4.6,,,,,,,,,,,
20896,0,C,S,4.7,,,,,,,,,,,
20896,0,C,S,5.1,,3,,,,,,,,,
20896,0,C,S,5.2,,,,,,,,,,,
20896,1,C,S,5.3,,,,,,,,,,,
20896,0,C,S,6.1,,5,,,,,,,,,
20896,0,C,S,6.2,,,,,,,,,,,
20896,0,C,S,6.3,,,,,,,,,,,
20896,0,C,S,6.4,,,,,,,,,,,
20896,0,C,S,6.5,,,,,,,,,,,
20896,0,C,S,7.1,,3,,,,,,,,,
20896,0,C,T,7.2,,,,,,,,,,,
20896,,N,T,7.3,,,,,,,,,,,
20896,1,C,T,8.1,,1,,,,,,,,,
20896,1,C,T,9.1,,3,,,,,,,,,
20896,3,C,T,9.2,,,,,,,,,,,
20896,0,C,T,9.3,,,,,,,,,,,
20896,0,C,T,10.1,,2,,,,,,,,,
20896,0,C,T,10.2,,,,,,,,,,,
20896,1,C,T,11.1,,1,,,,,,,,,
20896,2,C,T,12.1,,15,,,,,,,,,
20896,3,C,T,12.2,,,,,,,,,,,
20896,2,C,T,12.3,,,,,,,,,,,
20896,2,C,T,12.4,,,,,,,,,,,
20896,2,C,T,12.5,,,,,,,,,,,
20896,4,C,T,12.6,,,,,,,,,,,
20896,3,C,T,12.7,,,,,,,,,,,
20896,2,C,T,12.8,,,,,,,,,,,
20896,1,C,T,12.9,,,,,,,,,,,
20896,1,C,T,12.10,,,,,,,,,,,
20896,2,C,T,12.11,,,,,,,,,,,
20896,1,C,T,12.12,,,,,,,,,,,
20896,4,C,T,12.13,,,,,,,,,,,
20896,2,C,T,12.14,,,,,,,,,,,
20896,2,C,T,12.15,,,,,,,,,,,
20896,3,C,T,13.1,,2,,,,,,,,,
20896,3,C,T,13.2,,,,,,,,,,,
16135,0,C,T,1.1,,7,,,,,,,,,
16135,0,C,T,1.2,,,,,,,,,,,
16135,3,U,T,1.3,,,,,,,,,,,
16135,1,C,T,1.4,,,,,,,,,,,
16135,1,C,T,1.5,,,,,,,,,,,
16135,0,C,T,1.6,,,,,,,,,,,
16135,0,C,T,1.7,,,,,,,,,,,
16135,2,C,T,2.1,,11,,,,,,,,,
16135,1,C,T,2.2,,,,,,,,,,,
16135,1,U,T,2.3,,,,,,,,,,,
16135,1,W,T,2.4,,,,,,,,,,,
16135,1,W,T,2.5,,,,,,,,,,,
16135,1,C,T,2.6,,,,,,,,,,,
16135,1,C,T,2.7,,,,,,,,,,,
16135,1,C,T,2.8,,,,,,,,,,,
16135,0,C,T,2.9,,,,,,,,,,,
16135,1,W,T,2.1,,,,,,,,,,,
16135,3,C,T,2.11,,,,,,,,,,,
16135,2,C,T,3.1,,4,,,,,,,,,
16135,0,C,T,3.2,,,,,,,,,,,
16135,1,C,T,3.3,,,,,,,,,,,
16135,,N,T,3.4,,,,,,,,,,,
16135,2,C,T,4.1,,5,,,,,,,,,
16135,0,U,T,4.2,,,,,,,,,,,
16135,1,W,T,4.3,,,,,,,,,,,
16135,1,C,T,4.4,,,,,,,,,,,
16135,1,C,T,4.5,,,,,,,,,,,
16135,1,C,T,5.1,,1,,,,,,,,,
16135,2,C,T,6.1,,2,,,,,,,,,
16135,2,C,T,6.2,,,,,,,,,,,
16135,1,C,T,7.1,,4,,,,,,,,,
16135,1,W,T,7.2,,,,,,,,,,,
16135,2,C,T,7.3,,,,,,,,,,,
16135,1,C,T,7.4,,,,,,,,,,,
16135,1,C,S,8.1,,2,,,,,,,,,
16135,1,C,S,8.2,,,,,,,,,,,
16135,1,C,S,9.1,,1,,,,,,,,,
16135,0,C,S,10.1,,1,,,,,,,,,
16135,,N,S,11.1,,1,,,,,,,,,
16135,2,C,S,12.1,,8,,,,,,,,,
16135,,N,S,12.2,,,,,,,,,,,
16135,1,C,S,12.3,,,,,,,,,,,
16135,1,C,S,12.4,,,,,,,,,,,
16135,2,C,S,12.5,,,,,,,,,,,
16135,0,C,S,12.6,,,,,,,,,,,
16135,3,C,S,12.7,,,,,,,,,,,
16135,0,W,S,12.8,,,,,,,,,,,
16135,2,U,S,13.1,,3,,,,,,,,,
16135,2,U,S,13.2,,,,,,,,,,,
16135,2,U,S,13.3,,,,,,,,,,,
16135,0,C,S,14.1,,5,,,,,,,,,
16135,0,C,S,14.2,,,,,,,,,,,
16135,1,U,S,14.3,,,,,,,,,,,
16135,1,C,S,14.4,,,,,,,,,,,
16135,0,C,S,14.5,,,,,,,,,,,
16135,,N,S,15.1,,6,,,,,,,,,
16135,1,C,S,15.2,,,,,,,,,,,
16135,1,C,S,15.3,,,,,,,,,,,
16135,2,C,S,15.4,,,,,,,,,,,
16135,1,C,S,15.5,,,,,,,,,,,
16135,,N,S,15.6,,,,,,,,,,,
16135,1,C,S,16.1,,2,,,,,,,,,
16135,2,W,S,16.2,,,,,,,,,,,
16135,0,C,S,17.1,,2,,,,,,,,,
16135,0,C,S,17.2,,,,,,,,,,,
16135,,N,S,18.1,,2,,,,,,,,,
16135,1,C,S,18.2,,,,,,,,,,,
16135,0,C,T,19.1,,3,,,,,,,,,
16135,0,W,T,19.2,,,,,,,,,,,
16135,0,W,T,19.3,,,,,,,,,,,
16135,0,W,S,20.1,,2,,,,,,,,,
16135,1,W,S,20.2,,,,,,,,,,,
16135,0,W,S,21.1,,1,,,,,,,,,
16135,0,C,S,22.1,,1,,,,,,,,,
16135,0,C,S,23.1,,8,,,,,,,,,
16135,0,W,S,23.2,,,,,,,,,,,
16135,2,C,T,23.3,,,,,,,,,,,
16135,0,U,T,23.4,,,,,,,,,,,
16135,,N,T,23.5,,,,,,,,,,,
16135,2,U,S,23.6,,,,,,,,,,,
16135,,N,S,23.7,,,,,,,,,,,
16135,2,C,S,23.8,,,,,,,,,,,
16135,1,C,S,24.1,,3,,,,,,,,,
16135,0,C,S,24.2,,,,,,,,,,,
16135,0,C,S,24.3,,,,,,,,,,,
21058,1,C,T,1.1,,2,,,,,,,,,
21058,1,C,T,1.2,,,,,,,,,,,
21058,0,C,T,2.1,,4,,,,,,,,,
21058,1,W,T,2.2,,,,,,,,,,,
21058,2,C,T,2.3,,,,,,,,,,,
21058,0,C,T,2.4,,,,,,,,,,,
21058,2,C,T,3.1,,1,,,,,,,,,
21058,0,C,T,4.1,,2,,,,,,,,,
21058,2,C,T,4.2,,,,,,,,,,,
21058,1,C,T,5.1,,1,,,,,,,,,
21058,0,W,T,6.1,,1,,,,,,,,,
21058,1,C,T,7.1,,1,,,,,,,,,
21058,1,C,T,8.1,,1,,,,,,,,,
21058,0,C,T,9.1,,2,,,,,,,,,
21058,0,C,T,9.2,,,,,,,,,,,
21058,,N,T,10.1,,1,,,,,,,,,
21058,1,C,T,11.1,,2,,,,,,,,,
21058,1,C,T,11.2,,,,,,,,,,,
21058,1,C,T,13.1,,1,,,,,,,,,
21058,2,C,T,14.1,,1,,,,,,,,,
21058,3,U,T,15.1,,5,,,,,,,,,
21058,2,C,T,15.2,,,,,,,,,,,
21058,0,C,T,15.3,,,,,,,,,,,
21058,1,C,T,15.4,,,,,,,,,,,
21058,0,C,T,15.5,,,,,,,,,,,
21058,1,C,S,16.1,,2,,,,,,,,,
21058,0,C,S,16.2,,,,,,,,,,,
21058,1,C,S,17.1,,2,,,,,,,,,
21058,1,C,S,17.2,,,,,,,,,,,
21058,0,C,S,18.1,,1,,,,,,,,,
21058,0,C,S,19.1,,1,,,,,,,,,
21058,1,W,T,20.1,,1,,,,,,,,,
21058,1,C,T,21.1,,1,,,,,,,,,
21058,0,C,T,21.2,,,,,,,,,,,
21058,0,C,T,21.3,,,,,,,,,,,
21058,0,U,T,22.1,,1,,,,,,,,,
21058,0,C,T,23.1,,6,,,,,,,,,
21058,0,W,T,23.2,,,,,,,,,,,
21058,,N,T,23.3,,,,,,,,,,,
21058,1,W,T,23.4,,,,,,,,,,,
21058,0,C,T,23.5,,,,,,,,,,,
21058,,N,T,23.6,,,,,,,,,,,
21058,0,U,T,24.1,,3,,,,,,,,,
21058,1,C,S,24.2,,,,,,,,,,,
21058,0,C,T,24.3,,,,,,,,,,,
21058,1,C,T,25.1,,1,,,,,,,,,
21058,1,C,T,26.1,,1,,,,,,,,,
21058,0,N,T,27.1,,1,,,,,,,,,
21058,0,C,S,28.1,,1,,,,,,,,,
21058,1,W,T,29.1,,1,,,,,,,,,
21058,1,C,T,30.1,,2,,,,,,,,,
21058,0,C,T,30.2,,,,,,,,,,,
21058,0,C,T,31.1,,1,,,,,,,,,
21058,0,C,S,32.1,,1,,,,,,,,,
21058,0,C,T,33.1,,1,,,,,,,,,
20737,1,C,S,1.1,,3,,,,,,,,,
20737,1,C,S,1.2,,,,,,,,,,,
20737,1,W,S,1.3,,,,,,,,,,,
20737,,N,S,2.1,1,3,,,,,,,,,
20737,2,C,S,2.2,,,,,,,,,,,
20737,,N,S,2.3,,,,,,,,,,,
20737,1,W,S,3.1,,2,,,,,,,,,
20737,,N,S,3.2,,,,,,,,,,,
20737,1,W,S,4.1,,3,,,,,,,,,
20737,2,U,T,4.2,,,,,,,,,,,
20737,2,C,T,4.3,,,,,,,,,,,
20737,1,C,S,5.1,,1,,,,,,,,,
20737,1,W,S,6.1,,1,,,,,,,,,
20737,2,C,S,7.1,,2,,,,,,,,,
20737,2,C,S,7.2,,,,,,,,,,,
20737,2,C,S,8.1,,2,,,,,,,,,
20737,2,C,S,8.2,,,,,,,,,,,
20737,2,C,S,9.1,,2,,,,,,,,,
20737,2,U,S,9.2,,,,,,,,,,,
20737,2,W,S,10.1,,2,,,,,,,,,
20737,3,C,S,10.2,1,,,,,,,,,,
20737,,N,S,11.1,,1,,,,,,,,,
20737,,N,S,12.1,,1,,,,,,,,,
20737,1,C,S,13.1,,5,,,,,,,,,
20737,1,W,S,13.2,,,,,,,,,,,
20737,1,C,S,13.3,,,,,,,,,,,
20737,1,U,S,13.4,,,,,,,,,,,
20737,2,C,S,13.5,,,,,,,,,,,
20737,2,U,T,14.1,,3,,,,,,,,,
20737,,N,T,14.2,,,,,,,,,,,
20737,0,C,T,14.3,1,,,,,,,,,,
20737,2,C,T,15.1,,1,,,,,,,,,
20737,1,C,T,16.1,,1,,,,,,,,,
20737,,N,T,17.1,,2,,,,,,,,,
20737,1,C,T,17.2,1,,,,,,,,,,
20737,1,C,T,18.1,,1,,,,,,,,,
20737,1,U,T,19.1,,1,,,,,,,,,
20737,2,C,T,20.1,,2,,,,,,,,,
20737,1,C,T,20.2,,,,,,,,,,,
20737,1,C,T,21.1,,1,,,,,,,,,
20737,2,C,T,22.1,,2,,,,,,,,,
20737,1,C,T,22.2,,,,,,,,,,,
20737,1,C,T,23.1,,1,,,,,,,,,
20737,1,C,T,24.1,,3,,,,,,,,,
20737,1,C,T,24.2,,,,,,,,,,,
20737,1,C,T,24.3,,,,,,,,,,,
20737,1,U,T,25.1,,2,,,,,,,,,
20737,2,U,T,25.2,,,,,,,,,,,
20737,2,C,T,26.1,,2,,,,,,,,,
20737,2,C,T,26.2,,,,,,,,,,,
20737,1,C,T,27.1,,1,,,,,,,,,
20737,3,C,T,28.1,,1,,,,,,,,,
20737,2,C,T,29.1,,2,,,,,,,,,
20737,1,C,T,29.2,,,,,,,,,,,
20737,1,U,T,30.1,,2,,,,,,,,,
20737,1,U,T,30.2,1,,,,,,,,,,
20737,1,C,T,31.1,,1,,,,,,,,,
21037,2,C,T,1.1,,4,,,,,,,,,
21037,2,C,T,1.2,,,,,,,,,,,
21037,1,C,T,1.3,,,,,,,,,,,
21037,,N,T,1.4,,,,,,,,,,,
21037,2,C,T,2.1,,8,,,,,,,,,
21037,3,C,T,2.2,,,,,,,,,,,
21037,3,C,T,2.3,,,,,,,,,,,
21037,2,C,T,2.4,,,,,,,,,,,
21037,1,C,T,2.5,,,,,,,,,,,
21037,1,C,T,2.6,,,,,,,,,,,
21037,1,W,T,2.7,,,,,,,,,,,
21037,1,C,T,2.8,,,,,,,,,,,
21037,1,C,T,3.1,,2,,,,,,,,,
21037,1,C,T,3.2,,,,,,,,,,,
21037,1,C,T,4.1,,1,,,,,,,,,
21037,4,C,T,5.1,,5,,,,,,,,,
21037,3,C,T,5.2,,,,,,,,,,,
21037,3,C,T,5.3,,,,,,,,,,,
21037,3,C,T,5.4,,,,,,,,,,,
21037,2,C,T,5.5,,,,,,,,,,,
21037,1,C,S,6.1,,4,,,,,,,,,
21037,2,C,S,6.2,,,,,,,,,,,
21037,2,C,S,6.3,,,,,,,,,,,
21037,1,U,S,6.4,,,,,,,,,,,
21037,1,C,S,7.1,,4,,,,,,,,,
21037,1,C,S,7.2,,,,,,,,,,,
21037,2,C,S,7.3,,,,,,,,,,,
21037,3,U,S,7.4,,,,,,,,,,,
21037,2,C,S,8.1,,1,,,,,,,,,
21037,,N,S,9.1,,1,,,,,,,,,
21037,2,C,S,10.1,,4,,,,,,,,,
21037,,C,S,10.2,,,,,,,,,,,
21037,2,C,S,10.3,,,,,,,,,,,
21037,,N,S,10.4,,,,,,,,,,,
21037,2,C,S,11.1,,1,,,,,,,,,
21037,3,C,S,12.1,,1,,,,,,,,,
21037,2,C,S,13.1,,2,,,,,,,,,
21037,6,C,T,13.2,,,,,,,,,,,
21037,2,C,S,14.1,,2,,,,,,,,,
21037,1,C,S,14.2,1,,,,,,,,,,
21037,2,C,S,15.1,,4,,,,,,,,,
21037,2,C,S,15.2,,,,,,,,,,,
21037,3,C,S,15.3,,,,,,,,,,,
21037,2,U,S,15.4,,,,,,,,,,,
18520,2,C,S,1.1,,2,,,,,,,,,
18520,3,U,S,1.2,,,,,,,,,,,
18520,2,C,S,2.1,,2,,,,,,,,,
18520,3,C,S,2.2,,,,,,,,,,,
18520,2,C,S,3.1,,7,,,,,,,,,
18520,2,C,S,3.2,,,,,,,,,,,
18520,2,U,S,3.3,1,,,,,,,,,,
18520,3,C,S,3.4,1,,,,,,,,,,
18520,3,C,S,3.5,,,,,,,,,,,
18520,1,C,S,3.6,,,,,,,,,,,
18520,2,C,S,3.7,,,,,,,,,,,
18520,1,C,S,4.1,,1,,,,,,,,,
18520,4,C,S,5.1,,1,,,,,,,,,
18520,2,C,S,6.1,,1,,,,,,,,,
18520,2,C,S,7.1,,1,,,,,,,,,
18520,2,U,S,8.1,,2,,,,,,,,,
18520,2,U,S,8.2,1,,,,,,,,,,
18520,2,C,S,9.1,,4,,,,,,,,,
18520,2,C,S,9.2,,,,,,,,,,,
18520,1,C,S,9.3,,,,,,,,,,,
18520,2,C,S,9.4,,,,,,,,,,,
18520,3,C,T,10.1,,8,,,,,,,,,
18520,2,C,T,10.2,,,,,,,,,,,
18520,1,C,T,10.3,,,,,,,,,,,
18520,1,C,T,10.4,,,,,,,,,,,
18520,2,C,T,10.5,,,,,,,,,,,
18520,1,C,T,10.6,,,,,,,,,,,
18520,1,W,T,10.7,,,,,,,,,,,
18520,1,C,T,10.8,,,,,,,,,,,
18520,,N,T,11.1,,1,,,,,,,,,
18520,3,C,T,12.1,,2,,,,,,,,,
18520,1,C,T,12.2,,,,,,,,,,,
18520,1,C,T,13.1,,1,,,,,,,,,
18520,2,C,T,14.1,,4,,,,,,,,,
18520,3,W,T,14.2,,,,,,,,,,,
18520,2,C,T,14.3,1,,,,,,,,,,
18520,0,C,T,14.4,,,,,,,,,,,
18520,,N,T,15.1,,2,,,,,,,,,
18520,1,C,T,15.2,1,,,,,,,,,,
18520,3,C,T,16.1,,1,,,,,,,,,
18520,1,C,T,17.1,,1,,,,,,,,,
18520,3,U,T,18.1,,1,,,,,,,,,
18520,1,C,T,19.1,,1,,,,,,,,,
18520,2,C,T,20.1,,1,,,,,,,,,
18520,1,C,T,21.1,,3,,,,,,,,,
18520,4,C,T,21.2,,,,,,,,,,,
18520,2,C,T,21.3,,,,,,,,,,,
18520,6,C,T,22.1,,3,,,,,,,,,
18520,1,C,T,22.2,,,,,,,,,,,
18520,1,C,T,22.3,,,,,,,,,,,
18520,5,W,T,23.1,,1,,,,,,,,,
18520,2,C,T,24.1,,4,,,,,,,,,
18520,1,C,T,24.2,,,,,,,,,,,
18520,,C,T,24.3,,,,,,,,,,,
18520,2,C,T,25.1,,1,,,,,,,,,
18520,1,C,T,24.4,,,,,,,,,,,
18520,1,C,T,26.1,,1,,,,,,,,,
18520,1,C,T,27.1,,3,,,,,,,,,
18520,,N,T,27.2,,,,,,,,,,,
18520,0,C,T,27.3,1,,,,,,,,,,
18520,2,C,S,28.1,,1,,,,,,,,,
18520,2,C,S,29.1,,2,,,,,,,,,
18520,1,C,S,29.2,,,,,,,,,,,
18520,2,C,S,30.1,,1,,,,,,,,,
18520,2,C,S,31.1,,1,,,,,,,,,
18520,2,C,T,32.1,,2,,,,,,,,,
18520,2,U,T,32.2,,,,,,,,,,,
18520,2,U,T,33.1,,1,,,,,,,,,
18520,3,C,T,34.1,,2,,,,,,,,,
18520,2,C,T,34.2,,,,,,,,,,,
22552,1,C,S,1.1,,,Somewhat likely,Average,Good,Moderately effective,Extremely effective,Somewhat satisfied,Extremely satisfied,18-23,Male
22552,4,C,S,2.1,,,,,,,,,,,
22552,2,C,S,3.1,,2,,,,,,,,,
22552,3,U,S,3.2,,,,,,,,,,,
22552,1,C,S,4.1,,3,,,,,,,,,
22552,3,U,S,4.2,,,,,,,,,,,
22552,2,C,S,4.3,,,,,,,,,,,
22552,2,C,S,5.1,,2,,,,,,,,,
22552,1,C,S,5.2,,,,,,,,,,,
22552,2,C,S,6.1,,5,,,,,,,,,
22552,2,C,S,6.2,,,,,,,,,,,
22552,2,C,S,6.3,,,,,,,,,,,
22552,3,U,S,6.4,,,,,,,,,,,
22552,2,C,S,6.5,,,,,,,,,,,
22552,3,C,S,7.1,,2,,,,,,,,,
22552,,N,S,7.2,,,,,,,,,,,
22552,3,C,S,8.1,,2,,,,,,,,,
22552,2,C,S,8.2,,,,,,,,,,,
22552,2,C,S,9.1,,,,,,,,,,,
22552,2,C,S,10.1,,,,,,,,,,,
22552,2,C,S,11.1,,,,,,,,,,,
22552,2,C,S,12.1,,,,,,,,,,,
22552,1,C,S,13.1,,3,,,,,,,,,
22552,1,U,S,13.2,1,,,,,,,,,,
22552,,N,S,13.3,,,,,,,,,,,
22552,3,C,S,14.1,,4,,,,,,,,,
22552,,N ,S,14.2,3,,,,,,,,,,
22552,,N ,S,14.3,,,,,,,,,,,
22552,,N ,S,14.4,,,,,,,,,,,
22552,3,C,S,15.1,,3,,,,,,,,,
22552,,N ,S,15.2,2,,,,,,,,,,
22552,,N ,S,15.3,,,,,,,,,,,
22552,1,C,T,16.1,,7,,,,,,,,,
22552,3,C,T,16.2,,,,,,,,,,,
22552,4,C,T,16.3,,,,,,,,,,,
22552,2,C,T,16.4,,,,,,,,,,,
22552,4,C,T,16.5,,,,,,,,,,,
22552,3,C,T,16.6,,,,,,,,,,,
22552,,N,T,16.7,,,,,,,,,,,
22552,3,C,T,17.1,,3,,,,,,,,,
22552,1,C,T,17.2,,,,,,,,,,,
22552,1,C,T,17.3,,,,,,,,,,,
22552,2,C,S,18.1,,,,,,,,,,,
22552,1,C,S,19.1,,,,,,,,,,,
22552,2,C,S,20.1,,,,,,,,,,,
22552,1,U,T,21.1,,2,,,,,,,,,
22552,2,U,T,21.2,,,,,,,,,,,
22552,2,C,S,22.1,,2,,,,,,,,,
22552,2,C,S,22.2,,,,,,,,,,,
22552,1,C,T,23.1,,7,,,,,,,,,
22552,3,C,T,23.2,,,,,,,,,,,
22552,1,C,T,23.3,,,,,,,,,,,
22552,1,C,T,23.4,,,,,,,,,,,
22552,,N ,T,23.5,,,,,,,,,,,
22552,1,C,T,23.6,,,,,,,,,,,
22552,,N ,T,23.7,,,,,,,,,,,
22552,2,C,T,24.1,,4,,,,,,,,,
22552,1,C,T,24.2,,,,,,,,,,,
22552,4,C,T,24.3,,,,,,,,,,,
22552,1,C,T,24.4,,,,,,,,,,,
22552,1,C,S,25.1,,2,,,,,,,,,
22552,,N ,S,25.2,,,,,,,,,,,
22552,,N ,T,26.1,,2,,,,,,,,,
22552,2,C,T,26.2,,,,,,,,,,,
22552,1,C,T,27.1,,,,,,,,,,,
22552,3,C,T,28.1,,,,,,,,,,,
22552,2,C ,T,29.1,,3,,,,,,,,,
22552,1,C ,T,29.2,,,,,,,,,,,
22552,,N ,T,29.3,,,,,,,,,,,
22552,3,C,T,30.1,,,,,,,,,,,
22552,2,W,T,31.1,,2,,,,,,,,,
22552,2,C,T,31.2,,,,,,,,,,,
22552,1,U,T,32.1,2,2,,,,,,,,,
22552,3,C,T,32.2,,,,,,,,,,,
22552,2,C,T,33.1,,2,,,,,,,,,
